Key,english
schematicmuzzle_ar10_precision_armament_m11_severe_duty_muzzle_brake_762x51,"Bản vẽ Loa giảm giật AR10 Precision Armament M11[-]"
schematicmuzzle_ar10_precision_armament_m11_severe_duty_muzzle_brake_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật AR10 Precision Armament M11"
schematicmuzzle_ar10_kac_qdc_muzzle_brake_kit_762x51,"Bản vẽ Loa giảm giật AR10 KAC[-]"
schematicmuzzle_ar10_kac_qdc_muzzle_brake_kit_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật AR10 KAC"
schematicsilencer_qdc_kac_prs_qdc_762x51,"Bản vẽ Ống giảm thanh KAC QDC[-]"
schematicsilencer_qdc_kac_prs_qdc_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh KAC QDC"
schematicmuzzle_ar10_lantac_dgn762b_muzzle_brake_762x51,"Bản vẽ Loa giảm giật AR10 Lantac[-]"
schematicmuzzle_ar10_lantac_dgn762b_muzzle_brake_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật AR10 Lantac"
schematicsilencer_bt_g28_sd_762x51,"Bản vẽ Ống giảm thanh G28[-]"
schematicsilencer_bt_g28_sd_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh G28"
schematicsilencer_clutchlok_sig_slx68_mg_qd_suppressor_68x51,"Bản vẽ Ống giảm thanh ClutchLok[-]"
schematicsilencer_clutchlok_sig_slx68_mg_qd_suppressor_68x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh ClutchLok"
schematicmuzzle_base_sig_two_port_brake_762x51,"Bản vẽ Loa giảm giật Two Port Brake[-]"
schematicmuzzle_base_sig_two_port_brake_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật Two Port Brake"
schematicsilencer_base_sig_srd_762_qd_762x51,"Bản vẽ Ống giảm thanh Sig 762[-]"
schematicsilencer_base_sig_srd_762_qd_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh Sig 762"
schematicsilencer_all_sig_srd_ti_762_762x51,"Bản vẽ Ống giảm thanh Sig TI[-]"
schematicsilencer_all_sig_srd_ti_762_762x51Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh Sig TI"
schematicmuzzle_all_accuracy_international_tactical_muzzle_brake_86x70,"Bản vẽ Loa giảm giật chiến thuật International"
schematicmuzzle_all_accuracy_international_tactical_muzzle_brake_86x70Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật chiến thuật International"
schematicsilencer_ai_accuracy_international_tactical_sound_moderator_86x70,"Bản vẽ Ống giảm thanh điều âm chiến thuật International[-]"
schematicsilencer_ai_accuracy_international_tactical_sound_moderator_86x70Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh điều âm chiến thuật International"
schematicsilencer_12g_hexagon_12k,"Bản vẽ Ống giảm thanh Hexagon 12G[-]"
schematicsilencer_12g_hexagon_12kDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh Hexagon 12G"
schematicsilencer_base_silencerco_salvo_12g,"Bản vẽ Ống giảm thanh SilencerCo Salvo[-]"
schematicsilencer_base_silencerco_salvo_12gDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Ống giảm thanh SilencerCo Salvo"
schematicmuzzle_12g_remington_tactical_12,"Bản vẽ Loa giảm giật chiến thuật Remington[-]"
schematicmuzzle_12g_remington_tactical_12Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật chiến thuật Remington"
schematicmuzzle_12g_red_heat_gk_02_12g,"Bản vẽ Loa giảm giật GK Red Heat[-]"
schematicmuzzle_12g_red_heat_gk_02_12gDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật GK Red Heat"
schematicmuzzle_saiga12_css_monster_caw_large_12g,"Bản vẽ Loa giảm giật Saiga12 Monster[-]"
schematicmuzzle_saiga12_css_monster_caw_large_12gDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Loa giảm giật Saiga12 Monster"

schematicmodstock_stechkin_wire,"Bản vẽ Báng súng khung thép Stechkin[-]"
schematicmodstock_stechkin_wireDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng khung thép Stechkin"
schematicstock_glock_fab_defence_glr_17,"Bản vẽ Báng súng Glock Defense[-]"
schematicstock_glock_fab_defence_glr_17Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Glock Defense"
schematicstock_mp5k_pdw_stock,"Bản vẽ Báng súng MP5K PDW[-]"
schematicstock_mp5k_pdw_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng MP5K PDW"
schematicstock_mp5_hk_a2_std,"Bản vẽ Báng súng MP5 HK[-]"
schematicstock_mp5_hk_a2_stdmmDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng MP5 HK"
schematicstock_p90_damage_industries_butt_pad,"Bản vẽ Đệm báng súng P90 Damage[-]"
schematicstock_p90_damage_industries_butt_padDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Đệm báng súng P90 Damage"
schematicstock_ak_zenit_pt_1,"Bản vẽ Báng súng AK Zenit PT1[-]"
schematicstock_ak_zenit_pt_1Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Zenit PT1"
schematicstock_ak_zenit_pt_3,"Bản vẽ Báng súng AK Zenit PT3[-]"
schematicstock_ak_zenit_pt_3Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Zenit PT3"
schematicstock_ak_magpul_zhukov_s,"Bản vẽ Báng súng AK Magpul Zhukov[-]"
schematicstock_ak_magpul_zhukov_sDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Magpul Zhukov"
schematicstock_ak_hexagon_kocherga_red,"Bản vẽ Báng súng AK Hexagon Kocherga Đỏ[-]"
schematicstock_ak_hexagon_kocherga_redDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Hexagon Kocherga Đỏ"
schematicstock_ak_hera_arms_cqr47,"Bản vẽ Báng súng AK Hera CQR47[-]"
schematicstock_ak_hera_arms_cqr47Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Hera CQR47"
schematicstock_ak_promag_archangel_opfor_aa47,"Bản vẽ Báng súng AK Promag Archangel[-]"
schematicstock_ak_promag_archangel_opfor_aa47Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Promag Archangel"
schematicstock_ak_izhmash_ak_evo,"Bản vẽ Báng súng AK Izhmash Evo[-]"
schematicstock_ak_izhmash_ak_evoDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AK Izhmash Evo"
schematicstock_a2_ar15_magpul_prs_gen3,"Bản vẽ Báng súng AR15 Magpul Gen3[-]"
schematicstock_a2_ar15_magpul_prs_gen3Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Magpul Gen3"
schematicstock_ar15_b5_precision,"Bản vẽ Báng súng AR15 Độ chính xác[-]"
schematicstock_ar15_b5_precisionDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Độ chính xác"
schematicstock_ar15_cmmg_ripstock_micro,"Bản vẽ Báng súng AR15 Micro Ripstock[-]"
schematicstock_ar15_cmmg_ripstock_microDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Micro Ripstock"
schematicstock_ar15_dd_enhanced_collapsible_buttstock,"Bản vẽ Báng súng Ar15 Cải tiến[-]"
schematicstock_ar15_dd_enhanced_collapsible_buttstockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Ar15 Cải tiến"
schematicstock_ar15_double_star_ace_socom_gen_4,"Bản vẽ Báng súng AR15 Double Star Socom Gen4[-]"
schematicstock_ar15_double_star_ace_socom_gen_4Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Double Star Socom Gen4"
schematicstock_ar15_ergo_f93_pro_stock,"Bản vẽ Báng súng Ar15 Ergo F93 Pro[-]"
schematicstock_ar15_ergo_f93_pro_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Ar15 Ergo F93 Pro"
schematicstock_ar15_fab_defense_gl_core,"Bản vẽ Báng súng AR15 Fab Defense GL Core[-]"
schematicstock_ar15_fab_defense_gl_coreDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Fab Defense GL Core"
schematicstock_ar15_fab_defense_gl_shock,"Bản vẽ Báng súng AR15 Fab Defense GL Shock[-]"
schematicstock_ar15_fab_defense_gl_shockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Fab Defense GL Shock"
schematicstock_ar15_fab_defense_glr_16_s,"Bản vẽ Báng súng AR15 Fab Defense GLR 16s[-]"
schematicstock_ar15_fab_defense_glr_16_sDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Fab Defense GLR 16s"
schematicstock_ar15_high_standart_m4ss,"Bản vẽ Báng súng AR15 High Standard M4SS[-]"
schematicstock_ar15_high_standart_m4ssDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 High Standard M4SS"
schematicstock_ar15_hk_e1,"Bản vẽ Báng súng AR15 HK E1[-]"
schematicstock_ar15_hk_e1Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 HK E1"
schematicstock_ar15_hk_slim_line,"Bản vẽ Báng súng AR15 Slim Line[-]"
schematicstock_ar15_hk_slim_lineDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Slim Line"
schematicstock_ar15_kriss_defiance_ds150,"Bản vẽ Báng súng AR15 Kriss Defiance[-]"
schematicstock_ar15_kriss_defiance_ds150Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Kriss Defiance"
schematicstock_ar15_lmt_sopmod,"Bản vẽ Báng súng AR15 Sopmod[-]"
schematicstock_ar15_lmt_sopmodDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Sopmod"
schematicstock_ar15_magpul_moe_carbine,"Bản vẽ Báng súng AR15 Magpul Moe Carbine[-]"
schematicstock_ar15_magpul_moe_carbineDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Magpul Moe Carbine"
schematicstock_ar15_magpul_moe_sl_k_carbine_ct,"Bản vẽ Báng súng AR15 Magpul Moe Carbine SLK[-]"
schematicstock_ar15_magpul_moe_sl_k_carbine_ctDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Magpul Moe Carbine SLK"
schematicstock_ar15_magpul_ubr_gen2,"Bản vẽ Báng súng AR15 Magpul Gen2[-]"
schematicstock_ar15_magpul_ubr_gen2Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Magpul Gen2"
schematicstock_ar15_mft_bus,"Bản vẽ Báng súng AR15 MFT Bus[-]"
schematicstock_ar15_mft_busDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 MFT Bus"
schematicstock_ar15_sb_tactical_sba3,"Bản vẽ Báng súng AR15 Tactical SBA3[-]"
schematicstock_ar15_sb_tactical_sba3Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Tactical SBA3"
schematicstock_ar15_strike_industries_viper_mod_1,"Bản vẽ Báng súng AR15 Strike Industries Viper Mod1[-]"
schematicstock_ar15_strike_industries_viper_mod_1Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Strike Industries Viper Mod1"
schematicstock_ar15_strike_industries_viper_pdw_stock,"Bản vẽ Báng súng AR15 Strike Industries Viper PDW[-]"
schematicstock_ar15_strike_industries_viper_pdw_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Strike Industries Viper PDW"
schematicstock_ar15_troy_m7a1_pdw,"Bản vẽ Báng súng AR15 Troy M7A1 PDW[-]"
schematicstock_ar15_troy_m7a1_pdwDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Troy M7A1 PDW"
schematicstock_ar15_vltor_emod,"Bản vẽ Báng súng AR15 Vltor Emod[-]"
schematicstock_ar15_vltor_emodDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng AR15 Vltor Emod"
schematicstock_iwi_carmel_ergo_stock,"Bản vẽ Báng súng IWI Carmel Ergo[-]"
schematicstock_iwi_carmel_ergo_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng IWI Carmel Ergo"
schematicstock_sig_mpx_brace,"Bản vẽ Báng súng Sig MPX Brace[-]"
schematicstock_sig_mpx_braceDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Sig MPX Brace"
schematicstock_sig_mpx_maxim_defence_cqb_stock,"Bản vẽ Báng súng Sig MPX Maxim Defence[-]"
schematicstock_sig_mpx_maxim_defence_cqb_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Sig MPX Maxim Defence"
schematicstock_sig_mpx_mcx_early_type,"Bản vẽ Báng súng Sig MPX MCX Đời đầu[-]"
schematicstock_sig_mpx_mcx_early_typeDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Sig MPX MCX Đời đầu"
schematicstock_sig_mpx_pmm_ulss,"Bản vẽ Báng súng Sig MPX PMM ULSS[-]"
schematicstock_sig_mpx_pmm_ulssDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Sig MPX PMM ULSS"
schematicstock_sig_telescoping_stock,"Bản vẽ Báng súng Sig Kéo dài[-]"
schematicstock_sig_telescoping_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Sig Kéo dài"
schematicstock_sig_thin_folding_stock,"Bản vẽ Báng súng Sig Gấp (Mỏng)[-]"
schematicstock_sig_thin_folding_stockDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Sig Thin Folding"
schematicstock_fal_magpul_prs_2,"Bản vẽ Báng súng Fal Magpul PRS2[-]"
schematicstock_fal_magpul_prs_2Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Fal Magpul PRS2"
schematicstock_mk17_vltor_vss_11,"Bản vẽ Báng súng MK17 Vltor Vss11[-]"
schematicstock_mk17_vltor_vss_11Desc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng MK17 Vltor Vss11"
schematicstock_pk_zenit_pt2_classic,"Bản vẽ Báng súng Zenit PT2 Classic[-]"
schematicstock_pk_zenit_pt2_classicDesc,"Đọc bản vẽ này cho phép bạn chế tạo Phụ kiện Báng súng Zenit PT2 Classic"

foodWheatFlour,"Bao bột mì"
foodWheatFlourDesc,"Lúa mì đã được sử dụng hàng trăm năm để làm bánh mì."
foodBread,"Ổ bánh mì"
foodBreadDesc,"Một ổ bánh mì."
foodBeefstew,"Thịt bò hộp Tushonka (Nhỏ)"
foodBeefstewDesc,"Hộp thịt bò hầm cỡ nhỏ."
foodBeefstew2,"Thịt bò hộp Tushonka (Lớn)"
foodBeefstew2Desc,"Hộp thịt bò hầm cỡ lớn."
foodCannedSaira,"Cá thu đao đóng hộp"
foodCannedSairaDesc,"Thưởng thức món cá thu đao của bạn đi."
foodCondensedMilk,"Sữa đặc đóng hộp"
foodCondensedMilkDesc,"Hộp sữa có đường thơm ngon. Một món quà giá trị."
foodHerring,"Cá trích đóng hộp"
foodHerringDesc,"Một hộp cá trích ngon lành."
foodIskra,"Khẩu phần dã chiến Iskra"
foodIskraDesc,"Một thứ xa xỉ trong thời đại này."
foodPeas,"Đậu hà lan đóng hộp"
foodPeasDesc,"Chỉ là một hộp đậu thôi, bạn còn mong đợi gì hơn nữa."
foodMarrowPurree,"Mứt bí ngòi đóng hộp"
foodMarrowPurreeDesc,"Hộp mứt bí ngòi, một kho báu rau củ nhỏ bé có thể ăn kèm với hầu hết mọi thứ và sở hữu lượng vitamin và khoáng chất ấn tượng."
foodMRE,"Khẩu phần dã chiến MRE"
foodMREDesc,"Bữa ăn sẵn sàng sử dụng (MRE). Rất nhiều calo để bạn tận hưởng khi còn có thể."
foodSugar,"Gói đường"
foodSugarDesc,"Một gói năng lượng tức thời. Một món quà giá trị.\n\nChế tạo theo xấp [D3CE1D]5[-]"
foodHumpback,"Cá hồi hồng đóng hộp"
foodHumpbackDesc,"Nếu bạn thích cá, bạn sẽ mê món này."
foodArmyCracker,"Lương khô quân đội"
foodAlyonka,"Thanh sô-cô-la Alyonka"
foodSlickers,"Thanh sô-cô-la Slickers"
foodBeefJerky,"Thịt bò khô Tarker"
foodInstantNoodles,"Gói mì ăn liền"
foodEmeliaCroutons,"Bánh mì nướng lúa mạch Emelya"
foodRyeCroutons,"Bánh mì nướng lúa mạch đen"
foodMayo,"Hũ sốt Mayo Devildog"
foodMayoDesc,"Một hũ sốt mayonnaise, chẹp chẹp."
foodSausage,"Xúc xích Salty Dog"
foodSausageDesc,"Không chứa thịt chó đâu, yên tâm."
foodOatFlakes,"Yến mạch"
foodOatFlakesDesc,"Một nguồn cung cấp carbohydrate tốt."
foodSprats,"Cá trích nhỏ đóng hộp"
foodSpratsDesc,"Đặc sản cá trích nhỏ đóng hộp."

drinkGreenTea,"Lon trà xanh băng"
drinkGreenTeaDesc,"Một món ngọt ngào mà bạn đã lâu rồi chưa được nếm trải."
drinkTarCola,"Lon nước ngọt TarCola"
drinkTarColaDesc,"Một lon cola cũ kỹ ngon lành. Giúp bạn thức trắng đêm."
drinkMaxEnergy,"Lon nước tăng lực Max Energy"
drinkMaxEnergyDesc,"Một lon năng lượng thuần khiết, bạn chưa từng nạp nhiều hóa chất vào người như vậy kể từ lần cuối uống nước ở vùng hoang địa."
drinkApplejuice,"Hộp nước ép táo"
drinkApplejuiceDesc,"Mùi hơi lạ và vỏ hộp thì mềm nhũn khó chịu, nhưng bạn cần phải bổ sung vitamin."
drinkGrandJuice,"Hộp nước ép Grand"
drinkGrandJuiceDesc,"Ai mà chẳng thích chút nước trái cây sau một khoảng thời gian dài chứ?"
drinkVitaJuice,"Hộp nước ép Vita"
drinkVitaJuiceDesc,"Rất nhiều vitamin trong hộp này."

drinkAquamariFiltered,"Nước đã lọc Aquamari"
drinkAquamariFilteredDesc,"Giải tỏa cơn khát của bạn."
drinkPureMineralWaterBottle,"Chai nước khoáng tinh khiết"
drinkPureMineralWaterBottleDesc,"Không gì đánh bại được một ngụm H2O tươi mát tinh khiết."
drinkCanisterWithPurifiedWater,"Bình nước tinh khiết"
drinkCanisterWithPurifiedWaterDesc,"Nước trong bình chứa."

liquorPevkoBeer,"Bia Pevko"
liquorPevkoBeerDesc,"Khi nước sạch khan hiếm, Pevko luôn có mặt. Nhẹ nhàng, sảng khoái và có lẽ an toàn hơn bất cứ thứ gì dưới sông.\n\nHiệu ứng cộng dồn với mỗi lần uống - tăng chỉ số của bạn - nhưng uống quá nhiều sẽ có tác dụng phụ tiêu cực.\nGiới hạn tiêu thụ an toàn tối thiểu: [D3CE1D]3[-]\nTác dụng phụ chắc chắn xảy ra tại: [FF4F33]6[-]"
buffLiquorPevkoBeer,"Bia Pevko"
buffLiquorPevkoBeerDesc,"Tăng khả năng chiến đấu cận chiến của bạn."
liquorVodka,"Rượu Vodka"
liquorVodkaDesc,"Chất sát trùng nguyên bản – cho vết thương, cho nỗi sầu, và cho cả ngày tận thế. Đừng trộn nó với phóng xạ; chúng tôi đã thử rồi, kết quả không hay ho lắm đâu.\n\nHiệu ứng cộng dồn với mỗi lần uống - tăng chỉ số của bạn - nhưng uống quá nhiều sẽ có tác dụng phụ tiêu cực.\nGiới hạn tiêu thụ an toàn tối thiểu: [D3CE1D]2[-]\nTác dụng phụ chắc chắn xảy ra tại: [FF4F33]4[-]"
buffLiquorVodka,"Rượu Vodka"
buffLiquorVodkaDesc,"Tăng khả năng kiên cường của bạn."
liquorDanJackiel,"Rượu JD"
liquorDanJackielDesc,"Khi thế giới kết thúc, một người sống sót thực thụ sẽ tìm đến Dan Jackiel. Thứ thượng hạng nhất Navezgane – vì nếu mọi thứ đã rực cháy, thì cổ họng bạn cũng nên rực cháy theo cho đủ bộ.\n\nHiệu ứng cộng dồn với mỗi lần uống - tăng chỉ số của bạn - nhưng uống quá nhiều sẽ có tác dụng phụ tiêu cực.\nGiới hạn tiêu thụ an toàn tối thiểu: [D3CE1D]2[-]\nTác dụng phụ chắc chắn xảy ra tại: [FF4F33]4[-]"
buffLiquorDanJackiel,"Dan Jackiel"
buffLiquorDanJackielDesc,"Tăng khả năng kiên cường của bạn."

liquorMoonshine,"Rượu lậu (Moonshine)[-]"
liquorMoonshineDesc,"Nhiên liệu tự chế nồng độ cao cho cả tâm hồn và chiếc xe tẩu thoát của bạn. Nó hoặc là đồ uống, hoặc là Molotov, tùy vào tâm trạng của bạn."

drinkKvass,"Nước lúa mạch Kvass"
drinkKvassDesc,"Món nợ máu của bánh mì dưới dạng lỏng. Được lên men, có ga và đủ mạnh để khiến bạn quên đi lũ thây ma ngoài kia.\n\nChế tạo theo xấp [D3CE1D]3[-]"
